transaction_id,customer_id,amount,transaction_hour,is_new_device,device_age_days,location_change,distance_from_last_transaction,transactions_last_10min,failed_attempts,avg_customer_amount,amount_deviation,customer_account_age_days,payment_method,fraud,ml_score,behavioural_score,risk_score,risk_level,recommended_action,risk_reasons
TXN006723,11390,264.9,6,0,841,0,58,1,0,735.3,0.36,1560,CARD,0,24.35,0,9.74,LOW,ALLOW,No major risk signals
TXN006724,10143,1005.42,7,0,1029,0,67,0,0,626.21,1.6,733,CARD,0,28.64,0,11.46,LOW,ALLOW,No major risk signals
TXN006725,10383,921.38,1,0,1017,0,71,3,1,379.18,2.42,1392,NETBANKING,0,29.87,15,20.95,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN006726,12263,367.8,8,0,360,0,65,1,1,349.34,1.05,916,WALLET,0,23.49,0,9.39,LOW,ALLOW,No major risk signals
TXN006727,12371,1026.96,9,0,582,0,28,0,1,576.81,1.78,1372,CARD,0,31.96,0,12.78,LOW,ALLOW,No major risk signals
TXN006728,10216,469.98,18,0,1323,0,58,1,0,292.07,1.6,873,CARD,0,19.22,0,7.69,LOW,ALLOW,No major risk signals
TXN006729,11515,5813.05,0,0,203,0,33,1,1,558.94,10.38,847,UPI,0,37.87,20,27.15,LOW,ALLOW,Extreme amount deviation
TXN006730,12998,2494.07,15,0,506,0,52,0,1,447.95,5.56,347,WALLET,0,24.12,15,18.65,LOW,ALLOW,High amount deviation
TXN006731,12230,950.67,17,0,121,0,80,2,0,526.18,1.8,1522,CARD,0,27.59,0,11.04,LOW,ALLOW,No major risk signals
TXN006732,12317,622.05,7,0,539,0,39,0,0,722.45,0.86,386,UPI,0,33.29,0,13.32,LOW,ALLOW,No major risk signals
TXN006733,12992,1378.07,9,0,925,0,57,2,1,334.26,4.11,1721,CARD,0,26.27,15,19.51,LOW,ALLOW,High amount deviation
TXN006734,11490,1723.92,21,1,5,0,83,2,0,915.99,1.88,1302,UPI,0,10.75,15,13.3,LOW,ALLOW,New device
TXN006735,12917,1114.71,10,0,628,0,28,4,1,293.41,3.79,1664,UPI,0,30.92,15,21.37,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN006736,11635,378.84,16,0,443,0,69,1,0,237.38,1.59,163,CARD,0,15.1,0,6.04,LOW,ALLOW,No major risk signals
TXN006737,12514,751.33,6,0,166,0,83,1,1,385.84,1.94,1041,CARD,0,33.46,0,13.38,LOW,ALLOW,No major risk signals
TXN006738,12352,959.4,2,0,707,0,90,2,2,662.55,1.45,291,UPI,0,16.66,8,11.46,LOW,ALLOW,Repeated failed attempts
TXN006739,11167,1149.1,6,0,118,0,69,2,1,527.43,2.17,1914,WALLET,1,66.56,7,30.82,LOW,ALLOW,Above-normal amount
TXN006740,10110,1171.87,5,0,1096,1,1901,0,1,239.58,4.87,1431,CARD,0,10.32,55,37.13,LOW,ALLOW,Location change | High amount deviation | Very large distance | Location change + large distance
TXN006741,11013,1671.05,2,0,373,0,5,1,1,346.23,4.81,1279,CARD,0,36.49,15,23.6,LOW,ALLOW,High amount deviation
TXN006742,10231,2808.66,7,0,325,0,6,1,0,309.11,9.06,1970,UPI,0,21.2,20,20.48,LOW,ALLOW,Extreme amount deviation
TXN006743,11714,2123.2,0,0,370,0,35,0,3,842.62,2.52,1167,CARD,0,22.53,22,22.21,LOW,ALLOW,Multiple failed attempts | Above-normal amount
TXN006744,11755,1482.93,4,1,18,0,69,1,0,1065.17,1.39,1689,WALLET,0,22.44,15,17.97,LOW,ALLOW,New device
TXN006745,12642,308.26,23,0,1371,0,97,2,0,787.85,0.39,1260,CARD,0,33.04,0,13.22,LOW,ALLOW,No major risk signals
TXN006746,11577,2461.17,18,0,64,0,0,2,0,530.3,4.63,1067,CARD,0,17.82,15,16.13,LOW,ALLOW,High amount deviation
TXN006747,11296,1800.8,12,0,200,0,93,1,0,472.95,3.8,1329,UPI,0,29.52,7,16.01,LOW,ALLOW,Above-normal amount
TXN006748,12220,722.4,10,0,415,0,21,2,0,1261.3,0.57,484,NETBANKING,0,20.8,0,8.32,LOW,ALLOW,No major risk signals
TXN006749,10972,920.83,21,0,364,0,80,0,0,745.89,1.23,1173,WALLET,0,29.94,0,11.98,LOW,ALLOW,No major risk signals
TXN006750,11030,949.32,10,0,108,0,41,4,0,464.87,2.04,394,NETBANKING,0,37.89,15,24.15,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN006751,12593,618.84,1,1,6,0,83,0,2,234.98,2.62,1318,CARD,0,17.76,30,25.1,LOW,ALLOW,New device | Repeated failed attempts | Above-normal amount
TXN006752,12595,203.2,8,0,401,0,31,0,1,829.91,0.24,1242,UPI,0,33.01,0,13.2,LOW,ALLOW,No major risk signals
TXN006753,10517,347.56,1,0,1221,0,31,0,0,721.18,0.48,1115,UPI,0,21.4,0,8.56,LOW,ALLOW,No major risk signals
TXN006754,10913,415.49,20,0,265,0,5,6,0,441.5,0.94,1466,CARD,0,37.89,20,27.16,LOW,ALLOW,High velocity
TXN006755,12262,168.57,18,0,522,0,5,1,0,432.88,0.39,1793,UPI,0,18.79,0,7.52,LOW,ALLOW,No major risk signals
TXN006756,12181,348.53,11,0,678,0,71,1,0,164.38,2.11,1433,UPI,0,11.37,7,8.75,LOW,ALLOW,Above-normal amount
TXN006757,12332,2368.52,8,0,1380,0,10,0,0,271.43,8.69,1388,NETBANKING,0,37.98,20,27.19,LOW,ALLOW,Extreme amount deviation
TXN006758,11944,1357.0,8,0,184,0,28,3,1,1243.18,1.09,658,CARD,0,29.18,8,16.47,LOW,ALLOW,Elevated velocity
TXN006759,11462,393.34,22,0,95,0,32,1,0,232.21,1.69,964,UPI,0,19.67,0,7.87,LOW,ALLOW,No major risk signals
TXN006760,11872,500.2,9,0,1418,0,0,0,1,165.08,3.01,373,UPI,0,9.87,7,8.15,LOW,ALLOW,Above-normal amount
TXN006761,12733,2552.44,4,0,229,0,90,2,0,495.72,5.14,1328,UPI,0,32.29,15,21.92,LOW,ALLOW,High amount deviation
TXN006762,12378,2499.38,8,0,541,0,71,1,1,193.31,12.86,1455,CARD,0,21.56,20,20.62,LOW,ALLOW,Extreme amount deviation
TXN006763,12941,952.8,22,0,541,0,76,0,0,206.21,4.6,1039,UPI,0,29.7,15,20.88,LOW,ALLOW,High amount deviation
TXN006764,11307,2437.13,17,0,527,1,485,1,1,669.45,3.64,1891,UPI,0,24.14,22,22.86,LOW,ALLOW,Location change | Above-normal amount
TXN006765,10898,468.24,9,0,714,0,36,0,0,715.83,0.65,602,CARD,0,24.84,0,9.94,LOW,ALLOW,No major risk signals
TXN006766,11098,1089.26,16,1,12,0,92,0,0,868.03,1.25,865,UPI,0,25.72,15,19.29,LOW,ALLOW,New device
TXN006767,11189,256.42,9,1,16,0,25,1,0,234.88,1.09,595,UPI,0,29.56,15,20.82,LOW,ALLOW,New device
TXN006768,11212,658.74,13,0,301,0,40,0,0,398.86,1.65,1513,UPI,0,19.17,0,7.67,LOW,ALLOW,No major risk signals
TXN006769,12125,919.53,3,0,753,1,249,3,0,455.61,2.01,1860,CARD,0,54.54,30,39.81,LOW,ALLOW,Location change | Elevated velocity | Above-normal amount
TXN006770,12994,214.37,9,0,1277,0,95,0,1,385.84,0.55,1548,WALLET,0,20.86,0,8.34,LOW,ALLOW,No major risk signals
TXN006771,10687,1486.45,23,0,189,0,41,2,0,595.37,2.49,1948,CARD,0,30.87,7,16.55,LOW,ALLOW,Above-normal amount
TXN006772,12068,1713.29,21,0,64,0,59,3,0,316.78,5.39,1260,UPI,0,42.18,23,30.67,LOW,ALLOW,Elevated velocity | High amount deviation
TXN006773,10565,2120.59,17,1,0,0,87,1,0,1006.03,2.11,676,UPI,0,26.82,22,23.93,LOW,ALLOW,New device | Above-normal amount
TXN006774,11207,6529.66,4,1,13,0,2,0,0,413.5,15.75,1314,UPI,1,98.13,45,66.25,MEDIUM,STEP-UP VERIFICATION,New device | Extreme amount deviation | New device + unusual amount
TXN006775,11894,1279.48,8,0,455,0,12,1,0,597.34,2.14,1758,NETBANKING,0,30.67,7,16.47,LOW,ALLOW,Above-normal amount
TXN006776,10826,850.25,5,0,150,0,10,0,0,481.42,1.76,715,UPI,0,30.39,0,12.16,LOW,ALLOW,No major risk signals
TXN006777,11351,230.03,15,0,1487,0,56,2,0,1175.9,0.2,1373,CARD,0,20.45,0,8.18,LOW,ALLOW,No major risk signals
TXN006778,12226,1252.83,21,0,445,0,68,1,0,911.27,1.37,1440,UPI,0,34.03,0,13.61,LOW,ALLOW,No major risk signals
TXN006779,11811,1444.5,22,0,315,0,64,2,0,1060.44,1.36,901,UPI,1,68.9,0,27.56,LOW,ALLOW,No major risk signals
TXN006780,11082,283.55,15,0,1008,0,97,0,0,558.09,0.51,1608,CARD,0,36.25,0,14.5,LOW,ALLOW,No major risk signals
TXN006781,11350,732.11,10,0,1461,0,31,1,0,529.82,1.38,451,UPI,0,27.01,0,10.81,LOW,ALLOW,No major risk signals
TXN006782,12952,906.38,20,0,991,1,2139,1,0,611.42,1.48,746,CARD,1,67.49,40,50.99,MEDIUM,STEP-UP VERIFICATION,Location change | Very large distance | Location change + large distance
TXN006783,11644,1408.24,14,0,434,0,16,2,0,1070.65,1.31,1851,UPI,0,32.34,0,12.94,LOW,ALLOW,No major risk signals
TXN006784,12716,1859.02,18,0,1223,0,65,2,2,807.46,2.3,401,UPI,0,41.87,15,25.75,LOW,ALLOW,Repeated failed attempts | Above-normal amount
TXN006785,10190,569.03,2,0,1389,0,20,1,0,612.28,0.93,1921,UPI,0,8.9,0,3.56,LOW,ALLOW,No major risk signals
TXN006786,11223,1065.45,15,0,517,0,84,1,0,159.7,6.63,444,UPI,0,16.37,15,15.55,LOW,ALLOW,High amount deviation
TXN006787,11335,1462.17,20,0,1284,0,69,0,0,468.6,3.11,110,UPI,1,60.57,7,28.43,LOW,ALLOW,Above-normal amount
TXN006788,10707,769.31,19,0,1153,1,2040,2,1,447.66,1.71,1281,UPI,0,19.91,40,31.96,LOW,ALLOW,Location change | Very large distance | Location change + large distance
TXN006789,10378,627.51,4,0,774,0,93,1,2,892.64,0.7,1331,NETBANKING,1,9.49,8,8.59,LOW,ALLOW,Repeated failed attempts
TXN006790,10386,1645.32,8,0,1055,0,14,1,0,171.76,9.52,999,CARD,0,27.66,20,23.06,LOW,ALLOW,Extreme amount deviation
TXN006791,12284,771.97,4,0,557,0,14,1,0,405.82,1.9,1864,WALLET,0,56.24,0,22.49,LOW,ALLOW,No major risk signals
TXN006792,10615,324.56,3,1,4,0,8,1,1,526.13,0.62,1448,NETBANKING,0,9.78,15,12.91,LOW,ALLOW,New device
TXN006793,11542,2884.44,12,0,1316,0,75,1,0,323.49,8.89,114,UPI,0,20.13,20,20.05,LOW,ALLOW,Extreme amount deviation
TXN006794,12330,356.61,19,1,19,0,70,2,1,396.97,0.9,68,CARD,0,24.81,15,18.92,LOW,ALLOW,New device
TXN006795,12048,828.54,16,0,428,0,87,1,0,141.32,5.82,219,CARD,0,6.56,15,11.62,LOW,ALLOW,High amount deviation
TXN006796,11754,1180.27,19,0,1076,0,20,3,0,253.28,4.64,104,CARD,0,32.45,23,26.78,LOW,ALLOW,Elevated velocity | High amount deviation
TXN006797,10463,1322.03,11,0,276,0,8,2,0,401.6,3.28,611,UPI,0,21.6,7,12.84,LOW,ALLOW,Above-normal amount
TXN006798,10966,1037.09,19,0,1310,0,95,2,1,163.64,6.3,1377,NETBANKING,0,6.2,15,11.48,LOW,ALLOW,High amount deviation
TXN006799,10171,73.64,19,0,657,0,65,1,0,764.67,0.1,60,UPI,0,31.16,0,12.46,LOW,ALLOW,No major risk signals
TXN006800,11146,494.16,6,0,98,0,70,0,0,406.64,1.21,1986,WALLET,0,15.24,0,6.1,LOW,ALLOW,No major risk signals
TXN006801,10842,1154.99,0,0,593,0,1,3,0,119.52,9.58,910,WALLET,0,12.27,28,21.71,LOW,ALLOW,Elevated velocity | Extreme amount deviation
TXN006802,11321,818.33,15,0,426,1,1428,1,0,560.4,1.46,510,UPI,0,25.93,35,31.37,LOW,ALLOW,Location change | Large distance | Location change + large distance
TXN006803,11908,1387.02,6,0,637,0,11,0,0,458.16,3.02,724,WALLET,0,34.45,7,17.98,LOW,ALLOW,Above-normal amount
TXN006804,10689,2139.38,1,0,314,0,55,1,1,959.99,2.23,573,UPI,0,43.04,7,21.41,LOW,ALLOW,Above-normal amount
TXN006805,12622,1381.17,11,0,175,0,78,0,0,216.43,6.35,1738,UPI,0,16.14,15,15.46,LOW,ALLOW,High amount deviation
TXN006806,11507,483.15,10,0,415,0,98,0,0,1051.75,0.46,1173,UPI,0,41.79,0,16.72,LOW,ALLOW,No major risk signals
TXN006807,12212,568.09,7,0,1336,0,50,0,2,512.09,1.11,1135,UPI,0,23.29,8,14.12,LOW,ALLOW,Repeated failed attempts
TXN006808,12024,3592.93,0,0,327,0,69,3,1,370.91,9.66,928,CARD,0,35.77,28,31.11,LOW,ALLOW,Elevated velocity | Extreme amount deviation
TXN006809,11722,771.05,2,0,1275,0,58,1,1,550.43,1.4,1153,UPI,0,27.05,0,10.82,LOW,ALLOW,No major risk signals
TXN006810,10382,827.91,7,1,4,0,70,0,0,144.47,5.69,317,WALLET,0,25.18,40,34.07,LOW,ALLOW,New device | High amount deviation | New device + unusual amount
TXN006811,12256,1384.92,7,0,544,0,10,1,0,802.74,1.72,885,WALLET,0,24.31,0,9.73,LOW,ALLOW,No major risk signals
TXN006812,11412,2569.94,10,0,1395,0,2,2,1,833.86,3.08,482,UPI,0,9.96,7,8.19,LOW,ALLOW,Above-normal amount
TXN006813,11583,417.35,20,0,1091,0,33,2,0,475.74,0.88,1480,UPI,0,30.21,0,12.08,LOW,ALLOW,No major risk signals
TXN006814,12271,588.93,4,0,1123,0,94,3,0,425.28,1.38,85,CARD,0,24.37,8,14.55,LOW,ALLOW,Elevated velocity
TXN006815,12050,229.67,7,1,7,0,84,0,0,474.73,0.48,652,NETBANKING,0,7.89,15,12.16,LOW,ALLOW,New device
TXN006816,10371,697.91,20,0,699,0,92,0,0,438.04,1.59,161,CARD,0,33.0,0,13.2,LOW,ALLOW,No major risk signals
TXN006817,11710,1454.55,8,0,811,0,18,1,0,959.4,1.51,1763,UPI,0,40.49,0,16.2,LOW,ALLOW,No major risk signals
TXN006818,11469,658.78,16,0,31,0,6,2,1,231.46,2.83,600,UPI,0,29.12,7,15.85,LOW,ALLOW,Above-normal amount
TXN006819,10610,4007.17,4,0,1189,0,10,1,1,676.05,5.92,872,NETBANKING,0,22.06,15,17.83,LOW,ALLOW,High amount deviation
TXN006820,10115,991.06,18,0,871,0,62,1,0,90.9,10.78,500,UPI,1,73.17,20,41.27,MEDIUM,STEP-UP VERIFICATION,Extreme amount deviation
TXN006821,10446,823.1,18,1,0,0,66,2,1,1049.05,0.78,1971,UPI,0,1.75,15,9.7,LOW,ALLOW,New device
TXN006822,11391,665.6,1,0,112,0,55,1,1,1468.31,0.45,414,UPI,0,17.3,0,6.92,LOW,ALLOW,No major risk signals
TXN006823,11340,282.63,18,0,384,0,42,1,0,248.92,1.13,261,CARD,0,31.64,0,12.66,LOW,ALLOW,No major risk signals
TXN006824,10414,831.49,22,0,170,0,55,1,1,273.28,3.03,1758,WALLET,0,27.27,7,15.11,LOW,ALLOW,Above-normal amount
TXN006825,11808,1217.59,14,0,1039,0,44,1,0,449.15,2.7,384,NETBANKING,0,45.64,7,22.46,LOW,ALLOW,Above-normal amount
TXN006826,12939,812.11,7,0,979,0,59,2,1,359.0,2.26,1374,CARD,0,23.09,7,13.43,LOW,ALLOW,Above-normal amount
TXN006827,11047,1092.74,23,0,629,0,32,1,0,978.18,1.12,1152,CARD,0,54.85,0,21.94,LOW,ALLOW,No major risk signals
TXN006828,12710,507.72,7,0,1449,0,27,0,0,649.58,0.78,1017,UPI,0,15.12,0,6.05,LOW,ALLOW,No major risk signals
TXN006829,11873,311.68,0,0,864,0,95,1,0,440.82,0.71,162,WALLET,0,18.72,0,7.49,LOW,ALLOW,No major risk signals
TXN006830,11073,820.34,13,0,822,0,56,2,0,415.72,1.97,1557,UPI,0,20.33,0,8.13,LOW,ALLOW,No major risk signals
TXN006831,10717,1083.03,10,0,960,0,51,2,0,399.38,2.71,1849,CARD,0,23.21,7,13.49,LOW,ALLOW,Above-normal amount
TXN006832,11358,777.91,6,1,19,0,3,3,0,921.96,0.84,1646,CARD,0,34.72,23,27.69,LOW,ALLOW,New device | Elevated velocity
TXN006833,11605,1067.41,17,0,270,0,98,0,0,1155.29,0.92,1755,NETBANKING,0,27.61,0,11.04,LOW,ALLOW,No major risk signals
TXN006834,12318,1737.4,14,0,653,0,16,1,0,212.6,8.13,1107,WALLET,0,41.76,20,28.7,LOW,ALLOW,Extreme amount deviation
TXN006835,10561,1731.79,9,0,1354,0,34,2,0,1143.94,1.51,719,UPI,0,51.44,0,20.58,LOW,ALLOW,No major risk signals
TXN006836,12851,1860.81,3,1,3,0,41,0,0,420.46,4.42,1730,CARD,0,32.05,40,36.82,LOW,ALLOW,New device | High amount deviation | New device + unusual amount
TXN006837,12294,2110.18,20,0,1194,0,59,2,1,494.12,4.26,1830,WALLET,1,71.3,15,37.52,LOW,ALLOW,High amount deviation
TXN006838,10386,1369.94,0,0,1205,0,25,1,0,377.56,3.62,1190,CARD,0,22.77,7,13.31,LOW,ALLOW,Above-normal amount
TXN006839,10701,1215.46,13,0,1050,0,47,3,0,591.36,2.05,1254,UPI,1,55.92,15,31.37,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN006840,12606,4682.17,19,1,0,0,63,2,0,450.33,10.37,183,CARD,1,99.14,45,66.66,MEDIUM,STEP-UP VERIFICATION,New device | Extreme amount deviation | New device + unusual amount
TXN006841,10972,1747.74,19,0,935,0,16,0,0,955.74,1.83,247,UPI,0,45.52,0,18.21,LOW,ALLOW,No major risk signals
TXN006842,11384,437.73,8,0,816,0,97,2,0,991.14,0.44,1554,CARD,0,46.65,0,18.66,LOW,ALLOW,No major risk signals
TXN006843,10983,184.27,12,0,243,0,71,3,1,557.02,0.33,773,CARD,0,25.27,8,14.91,LOW,ALLOW,Elevated velocity
TXN006844,11511,731.44,16,0,821,0,72,2,1,942.0,0.78,553,WALLET,0,28.97,0,11.59,LOW,ALLOW,No major risk signals
TXN006845,10351,1526.95,23,0,1242,0,6,1,0,772.49,1.97,505,UPI,0,19.65,0,7.86,LOW,ALLOW,No major risk signals
TXN006846,11724,2028.61,19,0,162,1,448,3,0,116.73,17.23,1174,UPI,0,61.14,43,50.26,MEDIUM,STEP-UP VERIFICATION,Location change | Elevated velocity | Extreme amount deviation
TXN006847,11951,310.16,3,0,109,0,51,2,0,341.35,0.91,1911,UPI,0,35.89,0,14.36,LOW,ALLOW,No major risk signals
TXN006848,11279,1669.05,4,0,130,0,40,2,0,412.46,4.04,190,CARD,0,21.52,15,17.61,LOW,ALLOW,High amount deviation
TXN006849,11907,2355.44,17,0,1411,0,15,2,1,236.72,9.91,852,CARD,0,42.76,20,29.1,LOW,ALLOW,Extreme amount deviation
TXN006850,10752,1506.32,16,0,1117,1,1897,1,0,572.95,2.62,107,CARD,0,33.1,47,41.44,MEDIUM,STEP-UP VERIFICATION,Location change | Above-normal amount | Very large distance | Location change + large distance
TXN006851,12828,1278.4,20,1,15,0,71,0,0,1164.92,1.1,319,NETBANKING,0,27.27,15,19.91,LOW,ALLOW,New device
TXN006852,11024,802.0,6,0,1418,0,85,1,1,228.27,3.5,389,NETBANKING,0,7.67,7,7.27,LOW,ALLOW,Above-normal amount
TXN006853,10545,607.29,9,0,1162,0,55,1,0,316.76,1.91,1405,CARD,0,25.15,0,10.06,LOW,ALLOW,No major risk signals
TXN006854,11469,1750.6,8,1,14,0,26,0,2,212.17,8.21,1446,UPI,1,97.43,53,70.77,HIGH,MANUAL REVIEW,New device | Repeated failed attempts | Extreme amount deviation | New device + unusual amount
TXN006855,10078,1474.16,12,0,1458,0,17,0,0,1647.15,0.89,700,UPI,0,44.76,0,17.91,LOW,ALLOW,No major risk signals
TXN006856,11259,679.89,17,0,1405,0,62,1,1,877.76,0.77,469,UPI,0,40.85,0,16.34,LOW,ALLOW,No major risk signals
TXN006857,12381,7791.51,11,0,1014,0,79,1,0,274.79,28.25,1210,CARD,0,24.78,20,21.91,LOW,ALLOW,Extreme amount deviation
TXN006858,10888,248.81,7,0,235,0,25,0,0,419.63,0.59,872,UPI,0,18.21,0,7.29,LOW,ALLOW,No major risk signals
TXN006859,11105,737.07,22,0,912,1,2202,1,0,363.42,2.02,946,UPI,0,37.44,47,43.18,MEDIUM,STEP-UP VERIFICATION,Location change | Above-normal amount | Very large distance | Location change + large distance
TXN006860,12549,466.06,17,1,11,0,57,1,0,240.97,1.93,479,CARD,0,17.59,15,16.04,LOW,ALLOW,New device
TXN006861,11990,1244.58,4,0,850,0,0,0,1,372.52,3.33,739,NETBANKING,0,16.82,7,10.93,LOW,ALLOW,Above-normal amount
TXN006862,11500,171.29,6,0,128,0,95,0,0,520.68,0.33,1012,NETBANKING,0,12.29,0,4.92,LOW,ALLOW,No major risk signals
TXN006863,12812,2640.9,14,0,534,0,45,4,0,725.59,3.63,1813,NETBANKING,0,20.38,15,17.15,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN006864,10920,2110.4,2,0,1019,0,85,1,0,315.43,6.67,1836,NETBANKING,0,20.44,15,17.17,LOW,ALLOW,High amount deviation
TXN006865,10549,1126.93,17,0,1287,0,26,0,0,356.87,3.15,378,WALLET,1,69.23,7,31.89,LOW,ALLOW,Above-normal amount
TXN006866,12061,689.68,5,0,452,0,43,1,0,2084.48,0.33,495,CARD,0,12.38,0,4.95,LOW,ALLOW,No major risk signals
TXN006867,10391,1650.55,5,0,956,1,980,3,1,241.23,6.81,1805,UPI,1,94.31,58,72.52,HIGH,MANUAL REVIEW,Location change | Elevated velocity | High amount deviation | Large distance | Location change + large distance
TXN006868,12357,1187.26,19,0,1006,0,93,1,0,309.62,3.82,566,UPI,0,27.65,7,15.26,LOW,ALLOW,Above-normal amount
TXN006869,12433,2016.69,0,0,246,0,82,2,0,332.84,6.04,1850,UPI,0,32.61,15,22.04,LOW,ALLOW,High amount deviation
TXN006870,11380,809.09,20,0,203,0,32,1,1,325.91,2.47,979,CARD,0,28.8,7,15.72,LOW,ALLOW,Above-normal amount
TXN006871,10973,769.5,16,0,470,0,53,2,2,972.08,0.79,1277,UPI,0,11.64,8,9.46,LOW,ALLOW,Repeated failed attempts
TXN006872,10339,2244.14,10,0,135,0,24,1,0,238.33,9.38,136,CARD,0,24.98,20,21.99,LOW,ALLOW,Extreme amount deviation
TXN006873,12644,1538.58,23,0,440,0,5,0,0,530.93,2.89,1691,CARD,0,6.55,7,6.82,LOW,ALLOW,Above-normal amount
TXN006874,10756,774.4,1,1,7,0,47,1,0,621.52,1.24,823,CARD,0,8.33,15,12.33,LOW,ALLOW,New device
TXN006875,11045,1227.41,8,0,142,0,92,0,0,573.07,2.14,1145,UPI,0,32.98,7,17.39,LOW,ALLOW,Above-normal amount
TXN006876,12338,1050.57,18,0,175,0,59,0,0,713.77,1.47,988,CARD,0,37.83,0,15.13,LOW,ALLOW,No major risk signals
TXN006877,12353,1335.58,5,0,673,0,61,1,0,247.08,5.38,1475,NETBANKING,0,15.74,15,15.29,LOW,ALLOW,High amount deviation
TXN006878,12681,2641.32,6,0,1137,0,14,3,0,2118.07,1.25,280,CARD,0,23.61,8,14.24,LOW,ALLOW,Elevated velocity
TXN006879,12672,666.88,3,0,565,0,75,2,0,659.89,1.01,1347,UPI,0,20.15,0,8.06,LOW,ALLOW,No major risk signals
TXN006880,10938,519.12,2,0,327,0,58,3,1,1625.88,0.32,672,CARD,0,12.78,8,9.91,LOW,ALLOW,Elevated velocity
TXN006881,10847,1133.11,1,1,4,0,37,1,0,1225.61,0.92,1440,CARD,0,21.31,15,17.52,LOW,ALLOW,New device
TXN006882,10441,569.03,9,1,7,0,14,0,0,361.34,1.57,1886,UPI,0,48.13,15,28.25,LOW,ALLOW,New device
TXN006883,12550,413.94,9,0,85,0,30,2,0,406.26,1.02,1955,CARD,0,30.6,0,12.24,LOW,ALLOW,No major risk signals
TXN006884,10129,2089.16,16,0,610,0,64,0,0,224.39,9.27,1270,CARD,0,19.44,20,19.78,LOW,ALLOW,Extreme amount deviation
TXN006885,10596,703.36,15,0,559,0,19,2,0,932.19,0.75,171,UPI,0,23.46,0,9.38,LOW,ALLOW,No major risk signals
TXN006886,11958,183.49,0,0,478,0,28,2,0,716.18,0.26,1414,WALLET,0,8.79,0,3.52,LOW,ALLOW,No major risk signals
TXN006887,11505,1845.13,11,0,1447,0,74,3,0,790.09,2.33,818,CARD,0,37.2,15,23.88,LOW,ALLOW,Elevated velocity | Above-normal amount
TXN006888,10861,618.67,19,0,1216,0,72,1,2,872.0,0.71,1494,CARD,0,30.56,8,17.02,LOW,ALLOW,Repeated failed attempts
TXN006889,12640,1467.27,19,0,248,0,15,0,0,140.62,10.36,1346,CARD,0,31.21,20,24.48,LOW,ALLOW,Extreme amount deviation
TXN006890,10998,2255.04,9,0,921,0,79,0,0,1682.31,1.34,1314,UPI,0,21.18,0,8.47,LOW,ALLOW,No major risk signals
TXN006891,12372,1054.9,0,0,360,0,32,0,0,500.86,2.1,959,NETBANKING,0,23.99,7,13.8,LOW,ALLOW,Above-normal amount
TXN006892,12495,159.15,15,0,1337,0,54,2,0,874.46,0.18,565,CARD,0,45.44,0,18.17,LOW,ALLOW,No major risk signals
TXN006893,11551,169.17,10,0,1192,0,18,1,0,397.83,0.42,741,UPI,1,58.56,0,23.43,LOW,ALLOW,No major risk signals
TXN006894,12866,506.97,3,0,533,1,413,1,1,650.88,0.78,1174,CARD,0,10.46,15,13.18,LOW,ALLOW,Location change
TXN006895,11640,855.49,2,1,5,0,49,0,0,805.07,1.06,1087,CARD,0,10.55,15,13.22,LOW,ALLOW,New device
TXN006896,11511,2490.21,12,0,310,0,33,2,0,178.59,13.87,1572,CARD,0,11.33,20,16.53,LOW,ALLOW,Extreme amount deviation
TXN006897,11736,1150.13,20,0,873,0,63,1,0,358.44,3.2,529,CARD,0,44.7,7,22.08,LOW,ALLOW,Above-normal amount
TXN006898,12756,8305.58,14,0,41,0,23,4,0,2051.98,4.05,493,CARD,0,5.16,23,15.86,LOW,ALLOW,Elevated velocity | High amount deviation
TXN006899,11449,252.72,9,0,1493,0,31,4,1,625.59,0.4,1535,UPI,0,3.58,8,6.23,LOW,ALLOW,Elevated velocity
TXN006900,11857,995.35,5,0,594,0,2,2,0,166.54,5.94,180,UPI,0,10.02,15,13.01,LOW,ALLOW,High amount deviation
TXN006901,10264,614.83,10,0,1149,0,12,1,0,176.05,3.47,385,CARD,0,22.91,7,13.36,LOW,ALLOW,Above-normal amount
TXN006902,12659,1096.02,0,0,261,0,93,0,0,698.1,1.57,719,UPI,0,19.65,0,7.86,LOW,ALLOW,No major risk signals
TXN006903,12879,3979.55,19,0,1165,0,86,2,0,92.29,42.66,1110,UPI,0,23.49,20,21.39,LOW,ALLOW,Extreme amount deviation
TXN006904,12721,4199.32,3,0,1100,0,93,3,0,378.78,11.06,861,UPI,0,23.32,28,26.13,LOW,ALLOW,Elevated velocity | Extreme amount deviation
TXN006905,11462,940.39,9,0,283,0,11,1,0,247.15,3.79,1216,NETBANKING,0,29.49,7,16.0,LOW,ALLOW,Above-normal amount
TXN006906,10156,1867.37,21,0,1476,0,61,2,0,982.86,1.9,1737,UPI,0,30.1,0,12.04,LOW,ALLOW,No major risk signals
TXN006907,11445,1078.38,14,0,317,0,44,1,1,267.53,4.02,14,UPI,0,18.95,15,16.58,LOW,ALLOW,High amount deviation
