transaction_id,customer_id,amount,transaction_hour,is_new_device,device_age_days,location_change,distance_from_last_transaction,transactions_last_10min,failed_attempts,avg_customer_amount,amount_deviation,customer_account_age_days,payment_method,fraud,ml_score,behavioural_score,risk_score,risk_level
TXN005590,10162,1413.76,2,0,1274,0,79,0,0,406.71,3.47,506,UPI,0,14.78,7,10.11,LOW
TXN007201,12857,320.65,6,0,232,0,85,0,0,948.96,0.34,791,CARD,0,38.43,0,15.37,LOW
TXN007950,12562,305.63,4,0,593,0,64,1,0,225.67,1.35,230,NETBANKING,0,7.37,0,2.95,LOW
TXN001692,11136,254.76,5,0,443,0,5,1,0,1963.66,0.13,784,UPI,0,3.07,0,1.23,LOW
TXN003173,10123,1676.62,11,1,13,0,30,3,0,1401.91,1.2,1084,UPI,1,14.22,23,19.49,LOW
TXN009441,10966,576.05,1,0,130,0,73,0,2,1856.91,0.31,432,UPI,0,30.25,8,16.9,LOW
TXN010618,10973,341.0,12,0,695,0,16,2,1,1134.93,0.3,1109,CARD,0,25.64,0,10.26,LOW
TXN008151,10209,632.2,9,0,757,0,72,1,1,731.91,0.86,436,UPI,0,46.37,0,18.55,LOW
TXN003475,12467,1017.7,2,0,1435,0,28,4,2,261.41,3.88,671,UPI,0,8.19,23,17.08,LOW
TXN000163,12729,896.88,16,0,434,0,0,1,0,590.97,1.52,834,UPI,0,32.18,0,12.87,LOW
TXN008872,10612,3091.28,7,1,16,0,84,0,0,460.98,6.69,979,NETBANKING,1,48.51,40,43.4,MEDIUM
TXN004292,11006,267.01,17,0,983,0,51,2,0,681.69,0.39,967,UPI,0,8.23,0,3.29,LOW
TXN005807,11356,386.34,4,0,658,0,72,0,1,791.39,0.49,1316,CARD,0,32.53,0,13.01,LOW
TXN006285,10303,345.28,7,0,124,0,45,1,0,557.66,0.62,215,WALLET,0,20.8,0,8.32,LOW
TXN000497,10356,372.91,2,0,231,0,92,0,0,254.64,1.46,1354,NETBANKING,0,6.15,0,2.46,LOW
TXN001047,12832,1634.57,11,0,287,0,19,0,0,1155.86,1.41,189,UPI,0,37.76,0,15.1,LOW
TXN001840,12848,1520.68,6,0,795,0,7,0,0,195.25,7.75,1910,NETBANKING,0,34.62,20,25.85,LOW
TXN011134,12080,1237.44,12,0,903,1,2186,2,1,691.1,1.79,1805,CARD,1,51.97,40,44.79,MEDIUM
TXN006512,12639,503.92,6,0,1034,0,26,1,0,429.39,1.17,1371,CARD,0,28.44,0,11.37,LOW
TXN005036,12505,1103.79,10,0,657,0,71,0,0,200.47,5.48,1624,NETBANKING,0,22.27,15,17.91,LOW
TXN006584,10901,597.39,19,0,865,0,46,3,0,370.4,1.61,1389,NETBANKING,0,27.85,8,15.94,LOW
TXN001422,10481,1395.78,7,0,199,1,2437,1,0,838.62,1.66,1957,UPI,0,14.82,40,29.93,LOW
TXN001424,10153,604.8,18,0,146,0,87,1,0,653.54,0.92,1032,WALLET,0,52.46,0,20.99,LOW
TXN009656,10202,281.04,6,0,982,1,588,2,0,239.94,1.17,1811,UPI,1,20.65,15,17.26,LOW
TXN010809,12896,764.84,2,0,111,0,69,1,0,484.63,1.57,1019,CARD,0,28.29,0,11.32,LOW
TXN001625,10954,969.88,7,1,19,0,0,4,0,487.31,1.99,577,NETBANKING,0,16.45,23,20.38,LOW
TXN000945,11169,4838.19,2,0,840,1,595,0,0,205.75,23.4,1625,CARD,0,14.2,35,26.68,LOW
TXN008347,11135,141.93,6,0,1035,0,70,0,0,619.39,0.23,1501,UPI,0,20.24,0,8.1,LOW
TXN011823,10073,1070.82,10,1,0,1,2390,1,0,1405.33,0.76,1232,UPI,0,8.27,65,42.31,MEDIUM
TXN002607,12090,1094.78,3,0,654,0,7,1,0,175.04,6.22,1923,WALLET,0,20.75,15,17.3,LOW
TXN004587,12467,910.35,4,0,1143,0,61,1,0,673.08,1.35,1210,WALLET,0,18.12,0,7.25,LOW
TXN007372,11135,1004.13,13,0,1244,0,96,3,0,183.26,5.45,883,UPI,0,18.89,23,21.36,LOW
TXN005790,10240,1301.19,6,0,1218,0,71,1,0,641.07,2.03,786,UPI,0,27.66,7,15.26,LOW
TXN000176,11496,1272.93,15,0,664,0,34,2,1,737.13,1.72,1599,UPI,0,26.08,0,10.43,LOW
TXN000727,11581,537.33,2,0,76,0,35,2,0,506.07,1.06,1808,UPI,0,25.66,0,10.27,LOW
TXN011429,11936,1182.75,3,0,315,0,50,2,1,431.24,2.74,941,NETBANKING,1,21.35,7,12.74,LOW
TXN002263,11072,425.88,19,0,1450,1,1573,0,0,311.42,1.36,1683,WALLET,0,31.28,40,36.51,LOW
TXN005487,10974,400.16,18,0,1207,0,48,1,0,416.43,0.96,396,UPI,0,28.57,0,11.43,LOW
TXN004907,10974,165.01,12,0,1418,0,57,1,0,408.13,0.4,1847,NETBANKING,0,19.09,0,7.64,LOW
TXN004870,12575,734.18,12,0,1116,0,47,2,2,164.66,4.43,748,UPI,0,9.98,23,17.79,LOW
TXN011515,10482,1215.15,9,0,299,0,6,4,0,395.91,3.06,269,UPI,0,37.03,15,23.81,LOW
TXN007363,12888,2695.16,13,0,1203,0,78,0,1,1477.25,1.82,1197,CARD,0,39.5,0,15.8,LOW
TXN000669,11531,302.23,17,0,78,1,1729,2,0,164.53,1.83,1278,CARD,0,23.56,40,33.42,LOW
TXN009736,12653,1138.01,18,0,471,0,49,0,0,346.26,3.28,1934,UPI,0,24.46,7,13.98,LOW
TXN011719,12550,574.01,20,0,518,0,61,0,1,319.18,1.79,1252,WALLET,0,43.11,0,17.25,LOW
TXN000660,10894,350.14,4,1,8,0,62,1,0,1603.98,0.22,1304,UPI,0,4.59,15,10.84,LOW
TXN009712,10810,877.38,18,0,711,0,96,2,0,779.51,1.12,1025,CARD,0,50.22,0,20.09,LOW
TXN007616,11332,3064.14,6,0,263,0,92,2,1,240.11,12.71,585,CARD,0,37.72,20,27.09,LOW
TXN002055,11316,1852.61,6,0,445,0,73,2,0,1060.9,1.74,1051,UPI,0,59.42,0,23.77,LOW
TXN011016,11816,4621.78,17,0,419,0,12,0,0,700.5,6.59,1996,CARD,0,13.92,15,14.57,LOW
TXN008772,11560,540.64,18,0,1155,0,67,1,1,607.81,0.89,1862,UPI,0,35.56,0,14.22,LOW
TXN006405,12062,3155.51,10,1,11,0,0,0,1,189.47,16.57,45,UPI,1,95.16,45,65.06,MEDIUM
TXN001918,12169,335.63,12,0,247,0,42,2,0,368.81,0.91,686,UPI,0,36.62,0,14.65,LOW
TXN005592,11262,779.76,18,0,111,0,43,2,0,637.47,1.22,344,CARD,0,13.97,0,5.59,LOW
TXN010066,12960,1044.67,15,0,355,0,74,1,1,362.14,2.88,1769,UPI,0,31.41,7,16.76,LOW
TXN002848,10197,647.47,10,0,61,0,24,2,0,291.25,2.22,1101,UPI,0,37.94,7,19.38,LOW
TXN006817,11710,1454.55,8,0,811,0,18,1,0,959.4,1.51,1763,UPI,0,40.49,0,16.2,LOW
TXN002796,10940,547.0,14,0,1221,0,35,0,1,477.82,1.14,715,CARD,0,32.36,0,12.94,LOW
TXN007765,11216,221.57,13,0,515,0,45,0,0,632.89,0.35,568,NETBANKING,0,17.8,0,7.12,LOW
TXN011953,12880,821.11,14,0,228,0,4,2,0,1713.0,0.48,1038,NETBANKING,0,33.84,0,13.54,LOW
TXN007002,11317,1919.08,6,0,1351,0,18,3,0,229.52,8.33,169,UPI,0,36.49,28,31.4,LOW
TXN011166,11971,2305.48,7,0,830,0,3,1,0,492.98,4.67,809,NETBANKING,0,16.23,15,15.49,LOW
TXN005897,12696,1999.01,6,0,222,0,20,2,0,348.39,5.72,1396,WALLET,0,20.13,15,17.05,LOW
TXN000089,10791,1516.19,3,0,1371,0,13,2,0,244.67,6.17,915,WALLET,0,27.7,15,20.08,LOW
TXN005269,11822,205.71,7,0,787,0,42,0,0,736.83,0.28,1768,NETBANKING,0,45.71,0,18.28,LOW
TXN002577,12239,1488.13,4,0,653,0,47,2,2,522.29,2.84,568,UPI,0,28.01,15,20.2,LOW
TXN003876,10396,1446.03,16,0,986,0,64,2,0,746.84,1.93,1804,NETBANKING,0,33.84,0,13.54,LOW
TXN004485,11030,1449.3,19,0,1238,0,76,0,0,271.81,5.31,640,CARD,0,39.54,15,24.81,LOW
TXN005314,12655,217.08,16,0,1439,0,35,3,0,256.6,0.84,111,UPI,0,21.62,8,13.45,LOW
TXN005721,11475,1862.96,14,0,555,0,91,4,0,549.85,3.38,1689,CARD,0,30.28,15,21.11,LOW
TXN010665,12460,1233.81,1,0,458,0,90,1,2,281.29,4.37,259,CARD,0,14.72,23,19.69,LOW
TXN011832,12378,1251.28,17,0,921,0,74,0,0,441.97,2.82,46,UPI,0,54.65,7,26.06,LOW
TXN000339,10815,1668.89,12,0,1076,0,12,1,0,443.42,3.76,783,UPI,0,47.7,7,23.28,LOW
TXN010806,11642,1899.15,10,0,502,0,46,2,0,435.56,4.35,1484,CARD,0,35.53,15,23.21,LOW
TXN007636,10855,219.37,22,0,1093,0,15,1,0,269.69,0.81,1731,CARD,0,22.71,0,9.08,LOW
TXN001204,12122,3147.53,5,0,35,1,1194,2,0,385.51,8.14,1134,UPI,0,63.81,55,58.52,MEDIUM
TXN001855,12139,1001.43,13,0,1328,1,1636,1,0,990.7,1.01,538,CARD,0,35.0,40,38.0,LOW
TXN008577,10790,681.47,12,0,1358,0,21,2,0,555.8,1.22,895,NETBANKING,0,25.7,0,10.28,LOW
TXN000787,11574,346.29,9,0,1125,0,26,0,1,595.04,0.58,139,CARD,0,20.99,0,8.39,LOW
TXN009003,10559,454.18,21,0,802,0,67,1,1,239.6,1.89,830,CARD,0,29.21,0,11.68,LOW
TXN004992,11564,467.24,18,0,335,0,43,1,0,274.13,1.7,1459,UPI,0,20.82,0,8.33,LOW
TXN005008,11338,883.74,7,0,397,0,53,2,1,289.56,3.04,1339,CARD,0,22.52,7,13.21,LOW
TXN005555,11587,1003.83,14,0,921,0,34,6,0,571.15,1.75,1335,UPI,0,39.72,20,27.89,LOW
TXN005579,10528,814.94,1,0,918,0,47,2,0,254.63,3.19,109,CARD,0,14.9,7,10.16,LOW
TXN002790,12249,4244.27,11,0,1005,0,65,1,0,314.0,13.47,135,UPI,0,11.37,20,16.55,LOW
TXN003629,11960,571.01,0,0,134,0,55,3,0,342.04,1.66,1477,CARD,0,26.1,8,15.24,LOW
TXN001159,12070,990.74,7,0,210,0,46,1,0,617.52,1.6,544,CARD,0,37.61,0,15.04,LOW
TXN003303,10526,998.47,15,0,1200,0,9,1,0,614.6,1.62,1156,UPI,0,33.61,0,13.44,LOW
TXN011396,11167,1920.13,0,0,1153,0,11,1,0,1183.14,1.62,998,NETBANKING,0,32.39,0,12.96,LOW
TXN008669,10128,1540.8,18,1,3,1,625,2,2,384.71,3.99,894,CARD,0,68.45,55,60.38,MEDIUM
TXN007673,11659,3866.1,12,0,174,0,99,4,0,431.25,8.94,1510,UPI,0,49.44,28,36.58,LOW
TXN006100,11367,1848.69,7,0,414,0,19,0,1,770.81,2.4,61,UPI,0,30.13,7,16.25,LOW
TXN005121,12411,1653.76,17,0,1187,0,12,1,1,278.33,5.92,176,CARD,1,30.04,15,21.01,LOW
TXN000179,11400,445.5,14,0,263,0,78,0,0,557.71,0.8,1589,UPI,0,23.63,0,9.45,LOW
TXN001038,12219,1830.22,7,1,3,0,6,2,0,685.01,2.67,465,UPI,0,14.69,22,19.07,LOW
TXN011407,10017,110.58,11,0,188,0,54,0,0,293.83,0.38,524,CARD,1,18.11,0,7.24,LOW
TXN002397,12408,3846.95,0,0,495,0,96,0,0,211.42,18.11,1646,CARD,0,19.52,20,19.81,LOW
TXN007821,12775,3247.08,7,0,202,0,43,1,0,701.44,4.62,1134,CARD,0,53.52,15,30.41,LOW
TXN002735,11304,477.82,18,0,356,0,39,1,0,563.76,0.85,143,WALLET,0,43.53,0,17.41,LOW
TXN010602,10140,1202.89,3,0,437,0,11,2,0,470.94,2.55,250,WALLET,0,14.19,7,9.87,LOW
TXN000062,10775,204.52,14,0,584,0,43,1,0,700.73,0.29,807,UPI,0,23.7,0,9.48,LOW
TXN002884,12003,371.77,5,0,461,0,30,0,1,1084.35,0.34,902,CARD,0,34.63,0,13.85,LOW
TXN010331,11344,3061.9,6,0,1219,0,26,2,1,340.91,8.96,1152,UPI,0,35.23,20,26.09,LOW
TXN001015,10224,1488.24,19,0,1260,0,46,2,1,484.88,3.06,1904,UPI,0,49.03,7,23.81,LOW
TXN010411,12885,1051.57,16,0,988,0,85,0,0,1203.61,0.87,1363,CARD,0,27.56,0,11.03,LOW
TXN009369,11599,669.79,23,0,1051,0,98,2,1,1373.32,0.49,500,UPI,0,57.03,0,22.81,LOW
TXN001290,12626,1644.78,9,0,595,0,2,3,0,192.24,8.51,1475,UPI,0,17.88,28,23.95,LOW
TXN011419,11082,607.82,4,0,1371,0,32,2,0,737.81,0.82,1241,WALLET,0,23.98,0,9.59,LOW
TXN006032,10439,234.56,23,0,151,0,47,0,3,202.21,1.15,1918,NETBANKING,0,22.19,15,17.87,LOW
TXN002812,10059,1562.56,19,1,9,0,59,1,1,788.88,1.98,290,UPI,0,27.22,15,19.89,LOW
TXN004741,10304,557.54,17,0,880,0,81,2,3,155.69,3.56,645,WALLET,0,18.49,22,20.6,LOW
TXN005339,10416,608.24,18,0,418,0,94,2,0,319.36,1.9,182,UPI,0,17.75,0,7.1,LOW
TXN001431,11240,228.04,0,0,263,0,58,2,0,418.23,0.54,1247,NETBANKING,0,8.15,0,3.26,LOW
TXN011920,10830,503.55,8,0,756,0,48,2,1,560.57,0.9,1647,CARD,0,33.5,0,13.4,LOW
TXN001912,10970,811.93,4,0,1300,0,91,1,0,724.76,1.12,964,CARD,1,23.77,0,9.51,LOW
TXN006196,10259,3954.38,21,0,487,0,54,0,0,1200.35,3.29,1277,CARD,0,13.92,7,9.77,LOW
TXN005213,12959,702.38,10,0,174,0,2,1,1,268.59,2.61,402,NETBANKING,0,16.19,7,10.68,LOW
TXN010229,12130,353.49,9,0,1253,0,68,3,0,302.5,1.16,730,UPI,0,13.43,8,10.17,LOW
TXN002993,10097,636.19,15,0,1279,0,5,1,0,764.54,0.83,1943,NETBANKING,0,13.69,0,5.48,LOW
TXN006146,10923,1907.98,12,0,1410,0,99,1,0,809.19,2.35,764,UPI,0,58.97,7,27.79,LOW
TXN003376,11386,1305.22,23,1,18,0,10,0,0,298.34,4.36,609,UPI,0,34.87,40,37.95,LOW
TXN007928,11131,5658.97,16,0,1308,0,10,0,0,921.51,6.13,1009,CARD,0,7.71,15,12.08,LOW
TXN010007,12649,1552.93,20,0,104,0,81,0,0,619.92,2.5,436,UPI,0,38.09,7,19.44,LOW
TXN006577,11560,2712.89,19,0,623,0,83,2,0,235.83,11.46,872,UPI,0,20.36,20,20.14,LOW
TXN001407,11250,374.29,11,0,1379,0,90,0,0,479.57,0.78,1414,CARD,0,19.95,0,7.98,LOW
TXN002186,12411,1637.56,11,0,1353,0,60,2,0,285.2,5.72,385,UPI,0,39.11,15,24.64,LOW
TXN010171,11278,1188.95,14,0,1347,0,45,2,1,496.5,2.39,1230,UPI,0,55.32,7,26.33,LOW
TXN008884,10221,1812.09,4,0,101,0,40,1,0,594.31,3.04,1270,UPI,0,32.1,7,17.04,LOW
TXN005400,11573,1111.24,12,0,31,0,47,3,0,919.28,1.21,523,UPI,0,53.97,8,26.39,LOW
TXN008691,12601,892.01,16,0,280,0,17,2,0,1436.3,0.62,881,UPI,0,21.41,0,8.56,LOW
TXN003331,12998,1706.48,22,0,406,0,89,0,1,245.6,6.92,292,UPI,0,17.55,15,16.02,LOW
TXN003046,12756,714.67,15,1,12,0,79,2,0,309.36,2.3,321,CARD,0,7.5,22,16.2,LOW
TXN007485,11844,1297.19,15,0,1425,0,37,2,0,2332.55,0.56,1207,UPI,0,24.63,0,9.85,LOW
TXN004780,12989,759.09,0,0,30,0,72,2,1,170.21,4.43,502,WALLET,0,43.12,15,26.25,LOW
TXN010517,10358,161.9,7,0,1194,0,70,0,2,889.18,0.18,1146,CARD,0,43.07,8,22.03,LOW
TXN004814,10205,1762.92,9,0,276,0,2,0,0,350.12,5.02,863,NETBANKING,0,14.83,15,14.93,LOW
TXN006323,11782,484.01,18,0,247,0,79,2,0,733.72,0.66,1376,UPI,0,20.26,0,8.1,LOW
TXN000904,10725,2522.89,11,0,497,0,74,3,0,106.0,23.58,442,UPI,0,27.98,28,27.99,LOW
TXN008705,11564,2161.87,17,1,19,0,35,1,0,1489.7,1.45,1287,UPI,0,14.34,15,14.73,LOW
TXN002245,12606,952.99,19,0,1396,0,55,1,0,620.38,1.53,1577,CARD,1,23.4,0,9.36,LOW
TXN006307,11735,343.75,4,0,706,0,46,1,0,97.83,3.48,1476,WALLET,0,15.16,7,10.26,LOW
TXN011981,12939,560.22,5,0,1469,1,570,0,1,308.74,1.81,36,UPI,0,10.5,15,13.2,LOW
TXN006714,12933,593.5,10,0,513,0,83,1,0,198.07,2.98,1630,UPI,0,26.27,7,14.71,LOW
TXN009546,12063,704.13,4,0,307,0,70,0,1,762.34,0.92,1826,CARD,0,19.86,0,7.94,LOW
TXN010379,12678,942.63,18,0,1149,0,32,1,0,449.19,2.09,929,UPI,0,34.02,7,17.81,LOW
TXN007738,11401,2256.42,14,0,89,0,91,3,1,596.51,3.78,1342,UPI,0,34.77,15,22.91,LOW
TXN003362,10880,462.55,5,0,909,0,43,4,0,414.76,1.11,944,CARD,0,46.97,8,23.59,LOW
TXN003557,10076,970.66,4,0,990,0,66,3,1,241.69,4.0,486,UPI,0,33.18,23,27.07,LOW
TXN004940,11937,363.76,21,0,251,0,25,0,0,202.84,1.78,733,CARD,0,20.12,0,8.05,LOW
TXN003864,11378,941.55,19,1,16,0,91,0,0,1010.64,0.93,1779,CARD,0,22.82,15,18.13,LOW
TXN001345,10127,177.14,3,0,127,0,19,1,0,395.57,0.45,679,CARD,0,32.34,0,12.93,LOW
TXN002408,10310,2195.95,8,0,704,0,82,0,2,153.39,14.22,395,CARD,0,14.62,28,22.65,LOW
TXN002957,12352,714.87,5,0,446,0,96,0,0,580.88,1.23,732,UPI,0,21.37,0,8.55,LOW
TXN001318,11920,272.79,10,0,332,0,75,1,0,554.3,0.49,588,UPI,0,26.97,0,10.79,LOW
TXN009449,11441,2001.54,21,0,1222,0,55,0,0,141.01,14.09,862,NETBANKING,0,18.34,20,19.34,LOW
TXN006510,11506,904.37,4,0,1006,0,26,1,1,408.56,2.21,741,CARD,0,33.23,7,17.49,LOW
TXN004882,11359,356.12,22,0,842,0,29,3,1,123.08,2.87,141,CARD,0,11.62,15,13.65,LOW
TXN000290,11443,1355.04,17,0,1365,0,41,2,1,85.64,15.64,171,UPI,0,11.81,20,16.73,LOW
TXN001594,11596,398.5,16,0,1091,1,856,3,0,936.17,0.43,18,UPI,1,93.67,43,63.27,MEDIUM
TXN006052,10911,321.67,18,0,329,0,71,0,1,235.79,1.36,42,UPI,0,46.14,0,18.46,LOW
TXN001605,12030,414.83,20,0,1421,0,91,1,1,266.32,1.55,601,NETBANKING,0,18.49,0,7.4,LOW
TXN002089,11969,608.12,13,0,367,0,86,2,0,579.45,1.05,482,UPI,0,25.11,0,10.04,LOW
TXN009510,10233,436.47,4,1,8,0,41,1,1,917.71,0.48,1063,WALLET,1,27.85,15,20.14,LOW
TXN003005,11854,216.91,0,0,251,0,31,0,0,527.53,0.41,1706,CARD,0,7.98,0,3.19,LOW
TXN003459,11856,2437.88,4,0,179,0,86,2,1,352.11,6.9,834,UPI,0,33.26,15,22.3,LOW
TXN005058,11141,3020.2,21,0,902,0,35,2,0,566.76,5.32,402,UPI,0,19.53,15,16.81,LOW
TXN009954,12567,2371.66,5,0,170,0,58,1,0,365.99,6.46,595,UPI,0,25.04,15,19.02,LOW
TXN007343,10515,287.62,19,1,8,0,6,2,0,692.63,0.41,1925,UPI,0,7.16,15,11.87,LOW
TXN005745,10713,599.95,16,0,990,0,40,2,0,933.0,0.64,1860,UPI,0,23.81,0,9.53,LOW
TXN009363,11405,1887.25,3,0,1315,0,79,2,0,295.91,6.36,386,UPI,0,16.18,15,15.47,LOW
TXN009713,12462,418.47,7,0,1354,0,46,1,0,876.72,0.48,1418,UPI,0,45.13,0,18.05,LOW
TXN002925,10581,876.3,23,0,803,0,31,0,1,626.87,1.4,1995,CARD,0,19.87,0,7.95,LOW
TXN009708,12747,320.53,23,1,6,0,81,0,0,641.71,0.5,1196,UPI,0,17.7,15,16.08,LOW
TXN003096,10574,401.64,21,0,316,0,12,2,0,322.91,1.24,667,WALLET,0,48.64,0,19.46,LOW
TXN008547,12428,201.97,17,0,125,0,63,0,0,977.61,0.21,1970,UPI,1,36.62,0,14.65,LOW
TXN007294,11757,1286.94,23,0,965,0,61,2,1,686.33,1.87,912,UPI,0,41.49,0,16.6,LOW
TXN000581,11635,783.37,21,0,201,0,83,1,0,1101.33,0.71,1504,CARD,0,30.27,0,12.11,LOW
TXN003118,11395,368.91,2,0,1170,0,35,0,0,135.29,2.71,229,CARD,0,4.2,7,5.88,LOW
TXN008707,10505,2512.82,6,0,1353,1,789,1,0,692.03,3.63,1781,NETBANKING,0,45.1,42,43.24,MEDIUM
TXN003617,11140,278.95,19,0,436,0,38,1,0,1298.72,0.21,1746,UPI,0,22.62,0,9.05,LOW
TXN005638,11895,6247.84,10,0,157,0,67,1,0,479.55,13.0,725,UPI,0,58.03,20,35.21,LOW
TXN010193,11336,605.2,19,0,101,0,53,2,1,588.71,1.03,850,CARD,0,31.99,0,12.8,LOW
TXN004676,11068,1722.02,8,1,7,0,65,1,0,165.9,10.32,822,NETBANKING,1,98.12,45,66.25,MEDIUM
TXN005727,12501,525.96,4,0,1368,0,15,0,1,555.72,0.94,553,UPI,0,32.19,0,12.87,LOW
TXN011846,10454,2728.66,22,0,313,0,97,2,1,1143.98,2.38,1971,UPI,0,22.15,7,13.06,LOW
TXN005074,11052,590.43,2,0,271,0,8,2,1,1214.57,0.49,231,CARD,0,8.14,0,3.26,LOW
TXN006420,10305,1520.82,12,0,742,0,24,0,1,543.89,2.79,1714,NETBANKING,0,19.41,7,11.96,LOW
TXN005526,12799,2226.94,8,0,109,0,99,0,1,135.69,16.29,1122,UPI,0,29.78,20,23.91,LOW
TXN006145,10298,1206.64,17,0,738,0,7,2,0,473.22,2.54,1954,NETBANKING,0,20.82,7,12.53,LOW
TXN007618,12986,1344.69,8,0,1469,0,34,1,3,492.26,2.73,1335,UPI,1,7.3,22,16.12,LOW
TXN005226,11413,845.46,20,1,13,0,66,0,0,1515.94,0.56,198,WALLET,0,26.93,15,19.77,LOW
TXN010619,10639,968.47,3,0,1410,0,5,0,0,301.58,3.2,348,UPI,0,13.54,7,9.62,LOW
TXN005819,10891,878.42,8,0,789,0,73,2,1,193.18,4.52,701,UPI,0,32.75,15,22.1,LOW
TXN001099,11248,301.06,4,1,0,0,86,1,0,731.79,0.41,149,UPI,0,14.1,15,14.64,LOW
TXN003910,11673,1787.27,18,1,16,0,68,0,0,546.46,3.26,1657,WALLET,0,41.65,22,29.86,LOW
TXN005457,10104,763.31,22,0,1188,0,96,0,0,428.32,1.78,379,UPI,0,47.92,0,19.17,LOW
TXN005769,12095,544.94,20,0,1236,0,60,1,0,94.39,5.71,685,CARD,0,19.08,15,16.63,LOW
TXN002972,12336,792.4,1,0,1080,0,68,2,0,161.04,4.89,1150,CARD,0,6.37,15,11.55,LOW
TXN003247,12983,809.77,15,1,2,0,10,1,0,515.35,1.57,641,NETBANKING,0,12.98,15,14.19,LOW
TXN008858,12513,1115.48,22,0,696,0,4,1,1,810.67,1.37,804,CARD,0,29.39,0,11.75,LOW
TXN007046,10607,584.08,7,0,485,0,96,1,0,451.54,1.29,250,UPI,0,16.16,0,6.46,LOW
TXN005865,11810,484.99,0,0,1439,0,37,3,1,274.06,1.76,1915,WALLET,0,1.85,8,5.54,LOW
TXN002336,10066,649.32,1,0,992,0,6,1,0,645.85,1.0,1213,CARD,0,31.21,0,12.48,LOW
TXN003073,10282,519.66,18,0,791,0,91,3,0,407.69,1.27,282,NETBANKING,0,25.76,8,15.1,LOW
TXN008088,10162,753.32,15,0,380,0,49,1,0,461.77,1.63,1108,UPI,0,33.21,0,13.28,LOW
TXN011773,11525,671.21,13,0,33,0,0,2,0,293.84,2.28,1767,UPI,0,45.88,7,22.55,LOW
TXN002032,10575,1288.3,15,0,1121,0,3,1,0,878.49,1.46,356,CARD,0,37.02,0,14.81,LOW
TXN009264,10176,2670.76,22,0,369,0,64,1,0,316.88,8.4,482,NETBANKING,0,20.3,20,20.12,LOW
TXN009924,10109,1110.35,19,0,62,0,77,1,0,322.44,3.43,769,CARD,0,50.04,7,24.22,LOW
TXN009337,11054,770.65,2,0,1078,0,23,2,0,284.68,2.7,1437,WALLET,0,8.37,7,7.55,LOW
TXN002405,11203,13058.58,11,0,488,0,26,3,0,660.26,19.75,1483,UPI,0,20.27,28,24.91,LOW
TXN006661,12294,1054.48,22,0,826,0,98,1,0,925.07,1.14,1182,CARD,0,42.1,0,16.84,LOW
TXN010585,11911,2360.99,11,0,1396,0,80,0,0,357.39,6.59,171,NETBANKING,0,13.8,15,14.52,LOW
TXN000749,10852,471.2,1,0,1084,0,79,1,0,289.87,1.62,1330,NETBANKING,0,7.7,0,3.08,LOW
TXN010691,10636,4254.3,3,0,1485,0,58,3,0,463.69,9.16,536,WALLET,0,12.63,28,21.85,LOW
TXN008374,11044,57.81,18,0,1294,0,42,1,1,823.77,0.07,1388,CARD,0,18.65,0,7.46,LOW
TXN011583,10756,480.63,18,1,18,0,48,3,0,1113.42,0.43,1630,UPI,0,22.87,23,22.95,LOW
TXN001971,10754,323.32,6,0,50,0,85,1,0,236.3,1.36,1654,CARD,0,22.39,0,8.95,LOW
TXN006058,10680,1207.09,16,0,338,0,91,0,2,113.93,10.5,1737,UPI,0,7.79,28,19.92,LOW
TXN009373,12575,669.39,19,0,730,0,52,1,0,1664.51,0.4,1619,UPI,0,29.06,0,11.62,LOW
TXN010399,12265,1419.88,19,0,188,0,93,3,0,1307.88,1.08,871,UPI,0,45.17,8,22.87,LOW
TXN005143,10191,360.15,20,0,732,0,44,1,0,354.5,1.01,1980,UPI,1,17.46,0,6.98,LOW
TXN006755,12262,168.57,18,0,522,0,5,1,0,432.88,0.39,1793,UPI,0,18.79,0,7.52,LOW
TXN011601,10965,452.24,21,0,329,0,93,0,0,2365.26,0.19,1999,CARD,0,5.06,0,2.03,LOW
TXN007060,10437,3022.03,18,0,472,1,562,1,0,362.47,8.31,291,WALLET,0,28.85,35,32.54,LOW
TXN007179,10734,1407.95,3,0,1152,0,75,0,1,205.27,6.83,1196,CARD,0,10.31,15,13.12,LOW
TXN010905,10143,266.11,20,0,308,1,1715,1,1,295.81,0.9,594,NETBANKING,0,21.8,40,32.72,LOW
TXN000005,11638,555.85,8,0,221,0,29,0,1,283.13,1.96,1804,NETBANKING,0,26.37,0,10.55,LOW
TXN000217,11707,613.92,11,0,96,0,71,3,1,636.12,0.96,363,UPI,0,33.48,8,18.19,LOW
TXN000023,11184,1098.94,10,0,1236,0,26,2,1,278.91,3.93,1409,UPI,0,30.35,7,16.34,LOW
TXN008462,10811,264.55,0,0,147,0,17,0,0,460.02,0.57,1913,UPI,0,18.05,0,7.22,LOW
TXN011681,11287,1196.63,0,0,224,1,2388,0,0,314.79,3.79,1846,CARD,0,18.9,47,35.76,LOW
TXN005709,11764,1586.76,11,0,1100,0,37,2,1,752.68,2.11,192,WALLET,0,21.03,7,12.61,LOW
TXN009184,11892,941.75,12,0,1322,0,26,1,0,175.05,5.35,1584,CARD,0,14.29,15,14.71,LOW
TXN001526,12032,1005.15,20,0,628,0,52,1,0,437.12,2.29,465,UPI,1,55.57,7,26.43,LOW
